Sample_ID	Concentration	Ratio_260_280	Ratio_260_230	Day	Sample_Well_ID	Sample_Plate_ID	Molecule	Host	Experiment_name	Treatment_name	Treatment_ID	Leaf_replicate	Psyllid_replicate	qPCR_Well_ID	qPCR_plate_ID
V51	30.7	1.87	1.5	NA	E2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	1	I15	2
V51	30.7	1.87	1.5	NA	E2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	1	I16	2
V81	57.1	2.01	1.84	NA	F2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	8	1	K15	2
V81	57.1	2.01	1.84	NA	F2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	8	1	K16	2
V21	31.2	2.01	1.66	NA	G2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	1	M15	2
V21	31.2	2.01	1.66	NA	G2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	1	M16	2
V93	57.4	2.03	2.46	NA	H2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	3	O15	2
V93	57.4	2.03	2.46	NA	H2	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	3	O16	2
W103	33.6	2.02	2.22	NA	A3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	10	3	B15	2
W103	33.6	2.02	2.22	NA	A3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	10	3	B16	2
V44	30.6	1.9	0.41	NA	B3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	4	D15	2
V44	30.6	1.9	0.41	NA	B3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	4	D16	2
V73	43.5	1.94	1.97	NA	C3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	3	F15	2
V73	43.5	1.94	1.97	NA	C3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	3	F16	2
W33	42.4	1.98	1.82	NA	D3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	3	H15	2
W33	42.4	1.98	1.82	NA	D3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	3	H16	2
V75	39	1.94	1.79	NA	E3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	5	J15	2
V75	39	1.94	1.79	NA	E3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	5	J16	2
Y65	33.9	1.92	1.77	NA	F3	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	5	L15	2
Y65	33.9	1.92	1.77	NA	F3	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	5	L16	2
W71	46.2	2.01	1.47	NA	G3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	1	N15	2
W71	46.2	2.01	1.47	NA	G3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	1	N16	2
W63	34.1	1.83	1.4	NA	H3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	3	P15	2
W63	34.1	1.83	1.4	NA	H3	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	3	P16	2
V55	55	2.01	2.24	NA	A4	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	5	A17	2
V55	55	2.01	2.24	NA	A4	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	5	A18	2
V91	66.4	1.97	2.16	NA	B4	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	1	C17	2
V91	66.4	1.97	2.16	NA	B4	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	1	C18	2
X32	33.7	1.9	1.7	NA	C4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	2	E17	2
X32	33.7	1.9	1.7	NA	C4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	2	E18	2
X82	29.8	1.9	1.48	NA	D4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	2	G17	2
X82	29.8	1.9	1.48	NA	D4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	2	G18	2
Z92	40.6	1.96	1.92	NA	E4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	2	I17	2
Z92	40.6	1.96	1.92	NA	E4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	2	I18	2
X102	88.6	1.99	2.16	NA	F4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	2	K17	2
X102	88.6	1.99	2.16	NA	F4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	2	K18	2
W64	50	2.01	2.23	NA	G4	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	4	M17	2
W64	50	2.01	2.23	NA	G4	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	4	M18	2
Y85	36.7	1.99	2.31	NA	H4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	5	O17	2
Y85	36.7	1.99	2.31	NA	H4	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	5	O18	2
Y13	28	1.88	1.59	NA	A5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	1	3	B17	2
Y13	28	1.88	1.59	NA	A5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	1	3	B18	2
Z32	32.1	1.98	2.27	NA	B5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	2	D17	2
Z32	32.1	1.98	2.27	NA	B5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	2	D18	2
V22	36.4	1.92	1.78	NA	C5	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	2	F17	2
V22	36.4	1.92	1.78	NA	C5	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	2	F18	2
X43	31.9	1.82	1.39	NA	D5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	4	3	H17	2
X43	31.9	1.82	1.39	NA	D5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	4	3	H18	2
Z105	44.6	2	1.29	NA	E5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	5	J17	2
Z105	44.6	2	1.29	NA	E5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	5	J18	2
Z91	35.8	2.04	2.3	NA	F5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	1	L17	2
Z91	35.8	2.04	2.3	NA	F5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	1	L18	2
Y94	31.3	2.01	2.48	NA	G5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	9	4	N17	2
Y94	31.3	2.01	2.48	NA	G5	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	9	4	N18	2
W36	29.5	1.84	1.23	NA	H5	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	6	P17	2
W36	29.5	1.84	1.23	NA	H5	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	6	P18	2
V33	26.6	1.83	1.57	NA	A6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	3	3	A19	2
V33	26.6	1.83	1.57	NA	A6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	3	3	A20	2
W52	25.3	1.92	1.94	NA	B6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	2	C19	2
W52	25.3	1.92	1.94	NA	B6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	2	C20	2
X101	80.7	1.99	2.26	NA	C6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	1	E19	2
X101	80.7	1.99	2.26	NA	C6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	1	E20	2
V43	37	2.03	1.92	NA	D6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	3	G19	2
V43	37	2.03	1.92	NA	D6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	3	G20	2
Y81	60.6	2	2.19	NA	E6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	1	I19	2
Y81	60.6	2	2.19	NA	E6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	1	I20	2
Z21	21.2	1.76	1.15	NA	F6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	2	1	K19	2
Z21	21.2	1.76	1.15	NA	F6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	2	1	K20	2
W13	27.9	1.7	1.12	NA	G6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	3	M19	2
W13	27.9	1.7	1.12	NA	G6	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	3	M20	2
X21	41.8	2.02	2.46	NA	H6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	2	1	O19	2
X21	41.8	2.02	2.46	NA	H6	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	2	1	O20	2
W23	21.4	2	1.9	NA	A7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	2	3	B19	2
W23	21.4	2	1.9	NA	A7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	2	3	B20	2
W54	28	2	2.44	NA	B7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	4	D19	2
W54	28	2	2.44	NA	B7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	4	D20	2
Z104	54.3	2.02	2.17	NA	C7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	4	F19	2
Z104	54.3	2.02	2.17	NA	C7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	4	F20	2
Z33	28.7	1.97	1.91	NA	D7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	3	H19	2
Z33	28.7	1.97	1.91	NA	D7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	3	H20	2
W65	36.5	1.86	1.61	NA	E7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	5	J19	2
W65	36.5	1.86	1.61	NA	E7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	5	J20	2
Y82	28.4	1.98	2.22	NA	F7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	2	L19	2
Y82	28.4	1.98	2.22	NA	F7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	2	L20	2
Y55	56.7	1.98	2.02	NA	G7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	5	5	N19	2
Y55	56.7	1.98	2.02	NA	G7	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	5	5	N20	2
W81	53.3	1.94	1.83	NA	H7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	8	1	P19	2
W81	53.3	1.94	1.83	NA	H7	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	8	1	P20	2
V31	58	2.02	1.9	NA	A8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	3	1	A21	2
V31	58	2.02	1.9	NA	A8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	3	1	A22	2
W11	47.9	2.02	2.13	NA	B8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	1	C21	2
W11	47.9	2.02	2.13	NA	B8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	1	C22	2
Y42	65.3	1.99	2.3	NA	C8	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	4	2	E21	2
Y42	65.3	1.99	2.3	NA	C8	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	4	2	E22	2
Z103	29	1.97	2.09	NA	D8	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	3	G21	2
Z103	29	1.97	2.09	NA	D8	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	3	G22	2
V95	54.5	1.95	1.96	NA	E8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	5	I21	2
V95	54.5	1.95	1.96	NA	E8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	5	I22	2
V82	38.3	1.9	1.59	NA	F8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	8	2	K21	2
V82	38.3	1.9	1.59	NA	F8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	8	2	K22	2
W91	38.4	1.87	1.49	NA	G8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	9	1	M21	2
W91	38.4	1.87	1.49	NA	G8	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	9	1	M22	2
Y53	35	2.03	2.12	NA	H8	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	5	3	O21	2
Y53	35	2.03	2.12	NA	H8	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	5	3	O22	2
Z82	30.3	1.93	1.86	NA	A9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	8	2	B21	2
Z82	30.3	1.93	1.86	NA	A9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	8	2	B22	2
X84	37.4	1.95	1.96	NA	B9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	4	D21	2
X84	37.4	1.95	1.96	NA	B9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	4	D22	2
V23	27.8	2.04	0.33	NA	C9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	3	F21	2
V23	27.8	2.04	0.33	NA	C9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	3	F22	2
Z11	46.6	1.92	1.92	NA	D9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	1	1	H21	2
Z11	46.6	1.92	1.92	NA	D9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	1	1	H22	2
W24	38.6	1.9	1.69	NA	E9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	2	4	J21	2
W24	38.6	1.9	1.69	NA	E9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	2	4	J22	2
W31	47.7	1.95	1.99	NA	F9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	1	L21	2
W31	47.7	1.95	1.99	NA	F9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	1	L22	2
W46	35.5	1.99	2.13	NA	G9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	6	N21	2
W46	35.5	1.99	2.13	NA	G9	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	6	N22	2
Z36	35	1.85	1.58	NA	H9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	6	P21	2
Z36	35	1.85	1.58	NA	H9	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	6	P22	2
V24	21.3	1.92	1.65	NA	A10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	4	A23	2
V24	21.3	1.92	1.65	NA	A10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	4	A24	2
V52	28.2	1.92	2.24	NA	B10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	2	C23	2
V52	28.2	1.92	2.24	NA	B10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	2	C24	2
Y101	50.9	1.94	2.02	NA	C10	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	1	E23	2
Y101	50.9	1.94	2.02	NA	C10	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	1	E24	2
W37	28.6	1.95	2.04	NA	D10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	7	G23	2
W37	28.6	1.95	2.04	NA	D10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	7	G24	2
W66	27.3	1.96	2.33	NA	E10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	6	I23	2
W66	27.3	1.96	2.33	NA	E10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	6	I24	2
Y71	27.3	1.7	1.16	NA	F10	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	1	K23	2
Y71	27.3	1.7	1.16	NA	F10	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	1	K24	2
Y103	32	1.91	2	NA	G10	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	3	M23	2
Y103	32	1.91	2	NA	G10	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	3	M24	2
W51	52.8	1.96	2.14	NA	H10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	1	O23	2
W51	52.8	1.96	2.14	NA	H10	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	1	O24	2
pCLas1	2.8	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	B23	2
pCLas1	2.8	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	B24	2
pCLas2	0.028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	D23	2
pCLas2	0.028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	D24	2
pCLas3	0.0028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	F23	2
pCLas3	0.0028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	F24	2
pCLas4	0.00028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	H23	2
pCLas4	0.00028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	H24	2
pCLas5	0.000028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	J23	2
pCLas5	0.000028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	J24	2
pCLas6	0.0000028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	L23	2
pCLas6	0.0000028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	L24	2
pCLas7	0.00000028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	N23	2
pCLas7	0.00000028	NA	NA	NA	NA	NA	cDNA	NA	Standard_curve	NA	NA	NA	NA	N24	2
NTC1	0	NA	NA	NA	NA	NA	cDNA	NA	No_template_control	NA	NA	NA	NA	P23	2
NTC1	0	NA	NA	NA	NA	NA	cDNA	NA	No_template_control	NA	NA	NA	NA	P24	2
W55	19.2	1.87	0.55	NA	A11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	5	A1	3
W55	19.2	1.87	0.55	NA	A11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	5	A2	3
Y12	32.9	1.92	1.52	NA	B11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	1	2	C1	3
Y12	32.9	1.92	1.52	NA	B11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	1	2	C2	3
Y33	59.3	2	2.27	NA	C11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	3	3	E1	3
Y33	59.3	2	2.27	NA	C11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	3	3	E2	3
W92	50	1.98	2.28	NA	D11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	9	2	G1	3
W92	50	1.98	2.28	NA	D11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	9	2	G2	3
X22	25.6	1.85	1.4	NA	E11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	2	2	I1	3
X22	25.6	1.85	1.4	NA	E11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	2	2	I2	3
W73	24.5	1.93	2.1	NA	F11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	3	K1	3
W73	24.5	1.93	2.1	NA	F11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	3	K2	3
W32	40.5	1.96	2.18	NA	G11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	2	M1	3
W32	40.5	1.96	2.18	NA	G11	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	2	M2	3
Y21	43.7	1.95	2.09	NA	H11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	2	1	O1	3
Y21	43.7	1.95	2.09	NA	H11	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	2	1	O2	3
X61	26.8	1.96	1.94	NA	A12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	6	1	B1	3
X61	26.8	1.96	1.94	NA	A12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	6	1	B2	3
X103	26.5	1.99	2.19	NA	B12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	3	D1	3
X103	26.5	1.99	2.19	NA	B12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	3	D2	3
W102	24.7	1.89	2.16	NA	C12	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	10	2	F1	3
W102	24.7	1.89	2.16	NA	C12	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	10	2	F2	3
Z64	58.9	2.01	2.47	NA	D12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	4	H1	3
Z64	58.9	2.01	2.47	NA	D12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	4	H2	3
X85	42.8	1.98	2.34	NA	E12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	5	J1	3
X85	42.8	1.98	2.34	NA	E12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	5	J2	3
X14	33.9	1.95	1.84	NA	F12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	1	4	L1	3
X14	33.9	1.95	1.84	NA	F12	4	cDNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	1	4	L2	3
W35	31.1	1.98	2.46	NA	G12	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	5	N1	3
W35	31.1	1.98	2.46	NA	G12	4	cDNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	5	N2	3
